id,año,presidente,protagonista_etiqueta,protagonista_descripcion,protagonista_citas,antagonista_etiqueta,antagonista_descripcion,antagonista_citas,sueno_etiqueta,sueno_descripcion,sueno_citas,epica_marco,epica_descripcion,epica_citas,metafora_central
discurso_2011,2011,pinera,la generación del Bicentenario que vence el subdesarrollo,El sujeto central es una generación histórica convocada a cumplir la misión que sus padres y abuelos no pudieron: llevar a Chile al desarrollo antes de que termine la década. El Gobierno actúa como conductor de ese esfuerzo colectivo.,"hacer de nuestra patria, antes que termine esta década, un país desarrollado y sin pobreza. Este fue el sueño que nuestros padres y abuelos siempre acariciaron, pero nunca lograron. Y esta es la misión y deber de nuestra generación, la generación del Bicentenario. || de las ruinas se levantó una nación noble y solidaria, que supo enfrentar la adversidad con un coraje y una unidad, que han sido destacados y admirados en el mundo entero. || Los chilenos ya estamos sintiendo cómo el cambio está llegando a nuestras vidas.","la pobreza, el delito y el subdesarrollo heredados","El relato construye múltiples adversarios concretos: la pobreza extrema que persiste, la delincuencia y el narcotráfico que oprimen a las familias, y un Estado diseñado en el siglo XIX que no responde al siglo XXI. Todos representan rezagos que frenan el ascenso nacional.","un país que ha progresado tanto y que tiene hoy el ingreso per cápita más alto de América Latina, no puede seguir tolerando que medio millón de compatriotas viva en la pobreza extrema y 2,6 millones en situación de pobreza, incluido uno cada cuatro niños. || La delincuencia y el narcotráfico son enemigos poderosos y despiadados, y los debemos combatir siempre con decisión y todo el rigor de la ley. || el mejor de ellos puede entregar todo su aporte si trabaja en un Estado que fue diseñado en el siglo XIX, parchado en el siglo XX y no responde a las necesidades y desafíos del siglo XXI.","Chile desarrollado, sin pobreza y con seguridades para todos","La visión aspiracional es una sociedad de seguridades, oportunidades y valores donde cada chileno pueda realizarse, la pobreza extrema sea historia y el país ocupe un lugar de liderazgo en América Latina y el mundo. El desarrollo no es solo económico sino moral y familiar.","Los convoqué a que juntos construyéramos una sociedad de seguridades, oportunidades y valores para todos. || Si tuviera que escoger un sólo legado por el cual quisiera que recuerden al Gobierno de la Coalición por el Cambio, sería por haber logrado derrotar la pobreza extrema y sentado las bases para que Chile deje atrás el subdesarrollo y termine con la pobreza y las desigualdades excesivas. || estamos trabajando para que, antes que termine esta década, los campamentos en Chile sean historia antigua.",recuperación,"El momento histórico se enmarca como una recuperación en múltiples dimensiones simultáneas: recuperación física tras el terremoto, recuperación del crecimiento económico perdido, recuperación de la seguridad ciudadana y recuperación de una capacidad nacional que estaba siendo desperdiciada. El año 2010 se narra como prueba superada que demuestra que la nación puede recuperarse de cualquier adversidad.","Chile recuperó su capacidad de crecimiento y liderazgo y avanzó en múltiples frentes, lo cual debe hacernos sentir a todos muy orgullosos. || Recuperar la capacidad de crecimiento es el principal instrumento para crear oportunidades y derrotar la pobreza. || lo que comenzó como una tragedia, terminó como un testimonio, para Chile y el mundo entero, de la fuerza de la fe, el compromiso y la convicción.",levantarse de las ruinas para construir sobre roca
discurso_2012,2012,pinera,el ciudadano de clase media y vulnerable que avanza,El relato sitúa en el centro a las familias chilenas comunes —especialmente las más vulnerables y de clase media— como destinatarias y co-protagonistas del proyecto de desarrollo. El gobierno aparece como ejecutor al servicio de ese sujeto colectivo.,"Construir el Chile de las oportunidades, seguridades y valores para todos sus hijos es la gran aspiración del Chile de hoy. || Mientras subsista un solo niño sin educación de calidad, el es nuestro niño y su carencia es nuestra obligación. || Una mano amiga y solidaria le ayudará a levantarse y volver a caminar.","la pobreza, la delincuencia y el rezago heredado del pasado","El discurso construye múltiples antagonistas: la pobreza extrema como injusticia moral, la delincuencia y el narcotráfico como amenaza cotidiana, y las malas decisiones del pasado en energía, transporte y educación como herencia a corregir.","Hoy, en pleno siglo XXI, 640 mil compatriotas siguen viviendo, o más bien sobreviviendo, en la pobreza extrema. || Por errores de planificación en el pasado, trabas a la aprobación y ejecución de inversiones y alzas en el precio internacional del petróleo, el costo de la energías se ha triplicado en los últimos diez años. || La puesta en marcha del Transantiago el año 2007, fue mal planificada y mal implementada y significó un verdadero atentado a la dignidad y calidad de vida de millones de santiaguinos.",Chile desarrollado y sin pobreza: sociedad de oportunidades y seguridades,"La visión aspiracional es un Chile que combina crecimiento económico con justicia social: un país donde el mérito personal no esté limitado por el origen, donde el Estado garantice seguridades básicas y donde la próxima generación viva sin pobreza.","Hacer de Chile un país desarrollado y sin pobreza, y construir una sociedad de oportunidades, seguridades y valores. || ¿Y en qué consiste el Chile de las oportunidades? Consiste en que todos los chilenos, cualquiera sea su origen o condición, pueda desarrollar en plenitud los talentos que Dios nos dio y volar tan alto y llegar tan lejos como su propio mérito y esfuerzo lo permitan. || Solo si estudian hoy con esfuerzo, Chile será un país desarrollado. Y solo si miran al futuro con esperanza, Chile será un país más alegre y feliz.",modernización,"El momento histórico se enmarca como el punto de inflexión en que Chile cumple compromisos y acelera su marcha hacia el desarrollo, superando tanto la devastación del terremoto como el estancamiento de décadas anteriores. El tono es el de una gestión que entrega resultados medibles.","Hemos recuperado y duplicado nuestra capacidad de crecimiento, superando en promedio el seis por ciento anual. || Este nuevo liderazgo y dinamismo nos acerca a nuestra misión, para que el próximo Presidente, pueda decir desde esta misma tribuna, que Chile cumplió su misión de ser un país desarrollado y sin pobreza. || Hoy es tiempo de balances y de que hablen los hechos con toda su fuerza y elocuencia.",Chile cumple y avanza piedra por piedra hacia el desarrollo
discurso_2013,2013,pinera,Chile en marcha firme hacia el desarrollo prometido,"El sujeto central no es el gobierno ni el pueblo en abstracto, sino Chile como proyecto colectivo en tránsito verificable hacia el desarrollo. El presidente habla en nombre de una nación que ya lleva el marcador y puede mostrar resultados.","Chile es hoy un mejor país para nacer, para estudiar, para trabajar, para emprender, para formar una familia, para envejecer, en fin, para vivir, que el que era hace sólo tres años. || hemos sembrado con esfuerzo hoy podemos cosechar con responsabilidad. || los invité a hacer de Chile, antes que termine esta década, un país desarrollado y sin pobreza.",el subdesarrollo histórico y las adversidades estructurales acumuladas,"El enemigo a vencer es el subdesarrollo como condena histórica, reforzado por la crisis global, la catástrofe del 27/F, la delincuencia y las desigualdades heredadas. No es una élite política sino una condición sistémica que el discurso declara superable.","en nuestros primeros 203 años de vida independiente, a pesar de haberlo buscado, no hemos sido capaces de lograrlo. || No estamos condenados al subdesarrollo ni por designio divino, ni por las fuerzas de la naturaleza, ni por circunstancias históricas. || Cuando asumimos la economía estaba perdiendo su capacidad de crecer, crear empleos e incrementar los salarios. La pobreza y las desigualdades estaban aumentando.","una sociedad desarrollada de oportunidades, seguridades y valores para todos","El Chile prometido es un país que ha vencido la pobreza, garantiza igualdad de oportunidades desde la infancia, ofrece seguridades a los más vulnerables y se sustenta en valores espirituales. El desarrollo no es solo económico sino integral, material y moral a la vez.","Un país capaz de darles a todos sus hijos las oportunidades de desarrollo material y espiritual -que sus padres y abuelos siempre soñaron, pero que nunca alcanzaron- para que puedan llegar tan lejos como sus sueños, talentos y esfuerzos. || Un Chile capaz de garantizar a todos, pero especialmente a los más vulnerables, a los enfermos, a los ancianos, a los que sufren una discapacidad, las seguridades de una vida digna, por el solo hecho de nacer en esta tierra bendita por Dios. || No sacamos nada con llenar los bolsillos, si terminamos vaciando el alma.",modernización,"El momento histórico se enmarca como la generación que tiene al fin las herramientas, la voluntad y los resultados concretos para completar el tránsito al desarrollo que doscientos años de República no lograron. Es una épica de balance positivo y aceleración: el cambio no es ruptura sino culminación verificable.",es tiempo de balance: hoy corresponde que sean los hechos los que hablen con toda su fuerza y elocuencia. || El desarrollo se puede alcanzar en el frío polar de los países nórdicos o en el calor tropical de los tigres asiáticos. || nada debería atajar nuestro poderoso vuelo hacia el desarrollo.,sembrar con esfuerzo para cosechar con responsabilidad
discurso_2014,2014,bachelet,ciudadanía que exige derechos y reclama transformaciones profundas,"El centro narrativo del discurso es una sociedad civil activa y diversa —trabajadores, mujeres, jóvenes, clase media emergente— que ya no acepta la desigualdad y moviliza al gobierno hacia cambios estructurales. No es el Estado el héroe, sino la ciudadanía que presiona y legitima la acción gubernamental.","Vemos ciudadanos más activos y conscientes de sus derechos. A las y los trabajadores esforzándose día a día por acceder a mayores niveles de bienestar. || hoy la ciudadanía nos reclama que nos pongamos en acción y resolvamos los problemas, y que lo hagamos a través de cambios que nos permitan enfrentar los desafíos de este nuevo Chile. || Vemos una nueva clase emergente, que demanda más seguridad, que no quiere perder lo que ha obtenido con tanto esfuerzo.","la desigualdad estructural, el privilegio y el abuso no resueltos","El adversario no es una élite nombrada directamente, sino la persistencia de una desigualdad sistémica que el crecimiento económico no eliminó, expresada en privilegios, abusos y una institucionalidad heredada que perpetúa la inequidad.","debemos reconocer que no hemos logrado superar las grandes desigualdades que nos afectan, ni terminar con los privilegios y abusos en distintos ámbitos de nuestra vida y de la marcha del país. || tenemos una de las peores distribuciones del ingreso del mundo, y en Chile una porción importante de los trabajadores son asalariados, pero a pesar de eso, son pobres. || La actual Constitución, pese a todas sus reformas, aún arrastra una profunda desconfianza en la soberanía popular y en la capacidad de diálogo democrático de las personas.",Chile inclusivo donde el desarrollo llega a todos los hogares sin excepción,"La visión aspiracional es un país en que el crecimiento económico se convierte en bienestar cotidiano para cada familia, la educación deja de depender del dinero, y la desigualdad cede ante un nuevo pacto social financiado colectivamente. Se promete un Chile distinto no en 2014 sino en diez o veinte años.","invertir en educación también es avanzar en productividad, que es la base de un crecimiento económico sostenido. || una transformación de largo plazo que sabemos trascenderá largamente este período de Gobierno, pero que estoy segura que en 10 ó 20 años más, al ver sus frutos, estaremos orgullosos como país de haberla realizado. || Hoy podemos hacer de Chile un país de todos y todas.",modernización,"El momento se enmarca como un punto de inflexión en que Chile, habiendo construido bases sólidas desde 1990, debe ahora corregir los déficits de ese modelo mediante transformaciones estructurales que actualicen la democracia, la educación y el contrato social. No es refundación —se preserva lo logrado— sino modernización profunda e inclusiva.","Chile vive un nuevo ciclo social y político, y el país tiene la fuerza para enfrentar los lastres del desarrollo, principalmente la desigualdad, y construir las bases de un futuro de progreso. || así como antes fuimos capaces juntos de poner a Chile en la senda del crecimiento económico con democracia, hoy necesitamos hacer un nuevo esfuerzo para que el desarrollo y el crecimiento sean más armónicos e integrales. || En esta nueva etapa que se abre Chile no está partiendo desde cero. Los gobiernos democráticos desde el año 1990 a la fecha, fueron capaces de construir una economía sana, una democracia estable y un país maduro.",construir juntos el Chile que todos merecemos
discurso_2015,2015,bachelet,ciudadanos que demandan transformaciones en una democracia madura,"El sujeto central del relato son los chilenos y chilenas como demandantes activos de cambios históricos. No son receptores pasivos de políticas, sino la fuerza que legitima y exige las reformas.","Los chilenos y chilenas son exigentes, porque han trabajado duro y quieren un país a la altura de sus esfuerzos y méritos. || Las grandes transformaciones nacerán de los corazones y las voluntades de todos los ciudadanos, de cada chileno y chilena, de ustedes y de mí. || Las personas nos demandan más capacidades y derechos para poder llevar adelante sus sueños.","la desigualdad, la corrupción y la desconfianza heredadas","El adversario es múltiple: la desigualdad estructural, los abusos de élites políticas y económicas, y la erosión de confianza institucional. Se suma el pasado dictatorial como fuente de herencias ilegítimas.","la eliminación del sistema electoral binominal, que fue una larga y negativa herencia de la dictadura que, ¡por fin!, ha quedado atrás. || la sociedad dijo basta a los abusos, los privilegios y la corrupción en la política y los negocios, y afectó la confianza en sus líderes y representantes. || Todos entendemos que en nuestra mesa común no puede haber privilegiados ni marginados.","Chile justo, con derechos garantizados, crecimiento inclusivo y democracia renovada","La visión aspiracional es un país donde el mérito y el talento determinen el destino de las personas, no su origen social. Se promete una democracia limpia, una educación gratuita y de calidad, y un desarrollo económico que no deje a nadie atrás.","nos acercan a un Chile justo, donde el desarrollo personal y la realización de los sueños de cada niño o niña dependan únicamente de su talento y esfuerzo. || Chile, por primera vez en su historia, tiene la oportunidad de construir una Constitución genuinamente republicana y soberana, que sea política y socialmente acordada, que refleje el país que somos hoy, maduro y democrático. || El Chile con el que soñamos y por el cual estamos trabajando, se va modelando en la manera en que se hagan negocios y se trabaje, en la existencia de reglas claras para abrir oportunidades e imponer exigencias.",oportunidad,"El momento histórico se enmarca como una oportunidad transformadora que emerge precisamente de la crisis. Las dificultades del año —corrupción, desaceleración, desastres naturales— se reinterpretan como catalizadores de cambios más profundos y legítimos.","Chile está viviendo uno de los procesos transformadores más importantes de su historia. || Esta es nuestra oportunidad histórica. Más difícil tal vez de lo que pensábamos, pero más sincera, más profunda, más perdurable. || ante las crisis que hemos vivido, hoy disponemos de un fuerte consenso para avanzar.",llevar a buen puerto los cambios que la sociedad demanda
discurso_2016,2016,bachelet,ciudadanos exigiendo reformas que la desigualdad hizo urgentes,El sujeto central no es el gobierno sino la ciudadanía que demandó cambios estructurales. Bachelet se presenta como intérprete y ejecutora de esas demandas sociales acumuladas.,"Fueron los propios ciudadanos los que nos enrostraron durante largo tiempo las tensiones y obstáculos que se acumulaban. || Quieren que haya más crecimiento económico y que sus frutos se distribuyan mejor, sin privilegios. Quieren que se terminen los abusos y las malas prácticas de algunos empresarios. || Yo, como Presidenta, no lo he olvidado, y lo tengo presente cada día.","desigualdad, desconfianza y malas prácticas de élites políticas y económicas","El adversario es un sistema heredado de privilegios, mercados opacos, corrupción política y una desigualdad estructural que concentró oportunidades y erosionó la cohesión social.","Hemos sido un país muy desigual, con mucha discriminación, con prejuicios hacia las mujeres y poca tolerancia a la diferencia, donde la desconfianza se ha instalado como problema crítico. || nuestro sistema político no se adaptó a las mayores exigencias de los ciudadanos y permitió malas prácticas; la educación de calidad era sólo para los que podían pagarla. || La ciudadanía ha conocido hechos graves y no podemos minimizarlos con la excusa de que todos lo hacían.","Chile desarrollado, cohesionado e igualitario que todos se merecen","La visión aspiracional es un país donde el mérito reemplaza el privilegio, la educación es universal y gratuita, los mercados son transparentes y la política está al servicio del bien común. Un Chile que por fin aprovecha su oportunidad histórica de desarrollo.","Esta debe ser nuestra motivación como país, converger hacia una gran voluntad nacional para hacer real el futuro que nos merecemos. || Quieren que sean el mérito y los esfuerzos los que decidan las oportunidades y no el origen familiar o los pitutos. || Déjenme mostrarles que cuando Chile quiere cambiar para bien, lo hace.",modernización,"El momento se enmarca como una transformación estructural largamente postergada: no es refundación ni crisis, sino la puesta en marcha decidida de reformas que actualizan un país que creció sin corregir sus fallas de origen. La metáfora de la 'obra gruesa' define un punto de inflexión irreversible a mitad de mandato.","Con hechos reales, ya empieza a concluirse lo que podríamos llamar la 'obra gruesa' de nuestras reformas. || Se trata de una de las transformaciones más profundas en décadas al sistema educacional, comparable con la reforma de los años '20. || El país ha cambiado. Afortunadamente, el Chile de hoy no es el de 1980.",la obra gruesa: cimientos irreversibles para construir sobre ellos
discurso_2017,2017,bachelet,ciudadanía que exige transformaciones postergadas por décadas,El sujeto central es el pueblo chileno que soportó desigualdades históricas y cuya demanda de cambio estructural legitima y motoriza la acción del gobierno. Las personas concretas —con nombre y apellido— encarnan la transformación.,"Un Chile con un malestar profundo por tantas barreras invisibles que impedían el progreso de sus ciudadanos y que les ponían techos arbitrarios a su bienestar. || Son, en total, más de 257 mil jóvenes con nombre y apellido, con historias de esfuerzo y esperanza, para quienes estudiar implica hoy el desafío de aprender, no el de hipotecar su mañana. || Que en una sociedad que mantiene las inequidades y los privilegios, el trabajo duro y el sacrificio de las familias no rinde, y la dignidad no se reconoce.","la desigualdad estructural, el abuso y el modelo mercantil excluyente","El adversario no es un actor político específico sino un orden heredado: la lógica de mercado aplicada a derechos, la corrupción tolerada, los privilegios enquistados y un modelo económico de materias primas sin valor agregado que frenó el progreso de las mayorías.","Que si impera la pura lógica de mercado, temas vitales como la educación, la salud o la vivienda pasan a ser bienes de consumo, que crean divisiones entre quienes pueden y quienes no pueden pagarlos. || Ningún país en el mundo había alcanzado tal nivel de desarrollo manteniendo niveles tan altos de desigualdad. Y eso no era sostenible. || También estamos enfrentando otro retraso: el fortalecimiento y modernización de nuestra economía. Hace años vemos signos de agotamiento en un modelo de crecimiento limitado.",Chile de derechos universales donde cada persona vale igual,"La visión aspiracional es un país donde educación, salud, vivienda y seguridad son derechos garantizados y no mercancías, donde la equidad reemplaza al privilegio y donde el esfuerzo de cada familia efectivamente rinde. Es un horizonte de dignidad universal y desarrollo sostenible.",El horizonte es un Chile donde cada uno valga lo mismo que cualquier otro en esta nación. || Donde todas las familias tengan la certeza de que sus hijos podrán acceder a una educación de calidad desde que entren a la sala cuna hasta que terminen sus estudios superiores. || Nuestro anhelo sigue siendo avanzar hacia la gratuidad universal. Porque la gratuidad para todos es la expresión más clara de una educación entendida como derecho social y no como bien de consumo.,modernización,"El momento se enmarca como una ruptura con décadas de inmovilismo reformista: por fin se pasa 'de las palabras a la acción' para sentar bases equitativas y sostenibles. No es refundación total ni mera continuidad, sino la transformación estructural que 'no podía esperar más', ejecutada con coraje desde el Estado.","Era hora de ir de las palabras a la acción, aun sabiendo que cuatro años de Gobierno no bastan para revertir males históricos. Sabiendo que podíamos instalar nuevas bases para el desarrollo. || Hemos puesto en marcha una reforma estructural: impactando desde la sala cuna hasta la educación superior, cambiando el foco desde la discriminación al derecho, desde el lucro de unos pocos a la calidad de muchos. || Hemos mostrado que Chile puede y que el inmovilismo no tiene futuro.",sentar nuevas bases para construir el Chile que queremos
discurso_2018,2018,pinera,la generación del Bicentenario llamada a conquistar el desarrollo,El sujeto central es una generación histórica —la de Piñera y sus contemporáneos— investida con la misión de transformar Chile en país desarrollado. El pueblo chileno aparece como fuerza latente que el gobierno debe desatar y conducir.,"Llegó la hora de cumplir con nuestra gran misión, la misión de nuestra generación, la generación del Bicentenario. || Chile quiere, puede y será un país desarrollado. || contamos, además, con lo más importante: la fuerza, el compromiso y el temple de un pueblo que nunca claudica frente a la adversidad, ni muchos menos se resigna frente a la mediocridad.",el gobierno anterior que frenó el crecimiento y sembraron caos,"El adversario principal es el período gubernamental previo, representado como fuente de desorden económico, reformas destructivas y abandono de las urgencias sociales. También aparecen la delincuencia, el narcotráfico y la pobreza como fuerzas a vencer.","el impulso de reformas, como la Reforma Tributaria o Laboral, generó incertidumbre, debilitó los equilibrios macroeconómicos, frenó la innovación y el emprendimiento, redujo nuestra capacidad de crecer || Chile tuvo el peor desempeño económico en tres décadas, y vio amenazado aquel sólido liderazgo y dinamismo que había hecho de nuestro país un modelo para el resto de América Latina. || También nos enseñó del peligro de los intentos refundacionales, de la voluntad de partir de cero, de la lógica de la retroexcavadora","Chile desarrollado, sin pobreza, con clase media fuerte y oportunidades para todos","La visión aspiracional es un país que ha superado la trampa del ingreso medio para convertirse en nación desarrollada antes de que termine la próxima década. Es un Chile integral, inclusivo y sustentable donde cada persona puede realizar sus talentos y vivir con dignidad.","dar un gran salto adelante para transformar a Chile, la Colonia más pobre de España en América Latina -y antes que termine la próxima década- en un país desarrollado, sin pobreza, de clase media y con oportunidades para que todos podamos desarrollar los talentos que Dios nos dio || llegar a la ""Tierra Prometida"" de un país desarrollado, en paz, con democracia y con justicia. || hacer de Chile un gran país para nacer, para crecer, para educarnos, para desarrollarnos, para formar familia, tener hijos y también para envejecer.",recuperación,"El momento histórico se enmarca como una segunda transición: la primera recuperó la democracia; esta debe recuperar el crecimiento, la seguridad y el rumbo perdido durante el gobierno anterior. El discurso combina la imagen de retomar un camino extraviado con la de una misión generacional aún no cumplida.","estamos enmendando el rumbo, atendiendo las urgencias y, al mismo tiempo, fortaleciendo nuestra capacidad de alcanzar el desarrollo integral || En los últimos 30 años, Chile y nuestra generación, hemos debido enfrentar dos grandes desafíos, dos grandes transiciones. || éste es también el espíritu que hoy nos inspira y nos guía para enfrentar con éxito los desafíos de esta segunda transición, la que nos permitirá conquistar el desarrollo, derrotar la pobreza y promover una fuerte clase media.",el capitán que conoce su puerto y pone las velas
discurso_2019,2019,pinera,Chile en marcha hacia el desarrollo bajo una misión generacional,El sujeto central no es un grupo excluido sino una nación entera convocada a cumplir una 'misión histórica': conquistar el desarrollo en una década. El gobierno actúa como conductor de ese destino colectivo.,"Nos corresponde liderar una Nueva Transición, una transición que nos permitirá, antes de que termine la próxima década, conquistar el desarrollo, derrotar la pobreza y alcanzar ese desarrollo integral, inclusivo y sustentable || El alma de Chile está hecha de unidad, esfuerzo, solidaridad, perseverancia, sacrificio, temple, sobriedad y valentía. || Construir este país para todos es la misión que vine a proponer esta noche al Congreso y a todos mis compatriotas.","el estancamiento, el obstruccionismo y la desunión que frenan el progreso","El enemigo no es una clase social sino un conjunto de fuerzas que impiden el avance: la parálisis económica heredada, la oposición legislativa que traba reformas, la delincuencia y el narcotráfico, y la división política.","Recibimos un país que había perdido gran parte de su capacidad de crecimiento, creación de empleos y mejora de salarios. Un país en que la inversión y la productividad llevaban 4 años consecutivos cayendo || Es tiempo de dejar atrás el obstruccionismo. Es tiempo de construir acuerdos y colaborar para poner a Chile en Marcha. || cada vez que nos hemos dividido, hemos cosechado nuestras más amargas derrotas.","Chile desarrollado, integrado y digno antes de que termine la próxima década","La visión aspiracional es un país que ha conquistado el desarrollo integral antes de 2030, donde todas las familias —pobres, clase media y mayores— tienen seguridades, oportunidades y dignidad. Es un Chile que lidera América Latina y se proyecta al mundo.","Un buen país para nacer, crecer, educarnos y enamorarnos. Un buen país para trabajar, formar familia, tener hijos, nietos y envejecer || nunca antes un Chile con desarrollo integral, inclusivo y sustentable, había sido una meta alcanzable en un período de sólo una década. || desatar y no asfixiar las poderosas fuerzas de la libertad, la imaginación, la creatividad, la innovación y el emprendimiento que viven en el alma de todos los chilenos",modernización,"El discurso enmarca el momento como una 'Nueva Transición', análoga a la transición democrática de los 90, pero ahora hacia el desarrollo. El pasado reciente se celebra como base sólida y el presente se presenta como el instante decisivo para completar ese trayecto histórico.","A partir de la recuperación de nuestra democracia, Chile ha vivido las 3 décadas probablemente más exitosas de nuestra historia… Pero aún estamos a mitad de camino hacia nuestro Puerto de Destino. || A nuestro Gobierno, a este Congreso y a todos los chilenos y chilenas, nos corresponde liderar una Nueva Transición || Las generaciones futuras nos juzgarán por la forma en que enfrentamos este desafío.",Chile como nave a mitad de camino hacia su puerto de destino
discurso_2020,2020,pinera,el pueblo chileno resiliente ante adversidades acumuladas y simultáneas,"El sujeto central es la nación entera —especialmente sus familias y trabajadores— que ha demostrado coraje y resiliencia frente a la pandemia, la recesión y la crisis social del estallido. Piñera se posiciona como conductor de ese pueblo, no como protagonista individual.","el pueblo chileno, un pueblo forjado en el rigor del esfuerzo y en el temple de la adversidad, ha sabido ponerse de pie, secar las lágrimas, volver a caminar || Hemos vivido tiempos de adversidad y esta noche todos los chilenos y chilenas son merecedores del reconocimiento por el coraje, la resiliencia que han demostrado || quiero agradecer a todos y cada uno de mis compatriotas por el coraje, por la solidaridad, por la resiliencia con que han enfrentado la pandemia del coronavirus y la pandemia de la recesión mundial","la triple pandemia: virus, recesión y violencia que acorralan al país","El adversario no es un actor político sino una confluencia de amenazas externas e internas: la pandemia sanitaria, la recesión económica mundial y la violencia/vandalismo post-18 de octubre, presentadas como males que asedian simultáneamente a Chile.","hoy enfrentamos tres nuevos urgente problemas y desafíos: la pandemia del coronavirus, la recesión económica mundial y la necesaria recuperación de nuestra economía || la ola de violencia y vandalismo que conocimos a partir del 18 de octubre y que debemos desterrar por el grave daño que esa violencia causó al cuerpo y al alma de nuestra nación || El coronavirus, en conjunto con esta recesión económica, está provocando una aguda y severa crisis social que está afectando dolorosamente a millones y millones de familias y hogares chilenos","una patria libre, justa y buena que se lega a las generaciones futuras","La visión aspiracional es un Chile que derrota la pobreza, logra igualdad de oportunidades y se convierte en un buen país para nacer, crecer y envejecer. La metáfora de la antorcha que se traspasa entre generaciones articula este horizonte como misión histórica colectiva.","la misión de nuestra generación es construir un país en que todos tengamos la posibilidad de desarrollar en plenitud nuestros talentos, un buen país para nacer, para crecer, para estudiar, para trabajar, para envejecer || construir una patria libre, grande, una patria buena, patria parte justa que podamos legar con orgullo a nuestros hijos, que podamos también legar con orgullo a nuestros nietos || los estamos esperando con los brazos abiertos para que tomen la antorcha de la libertad y del amor por Chile",crisis,"El discurso enmarca el momento como uno de los instantes más cruciales en 210 años de historia republicana: una acumulación excepcional de crisis que pone a prueba el alma de la nación. Sin embargo, la crisis se presenta como superable mediante unidad, por lo que convive con un acento de oportunidad.","Estamos enfrentando hoy día uno de esos momentos cruciales, decisivos en la vida de los países. Son estos momentos trascendentes los que ponen realmente a prueba el alma de la nación y el temple de nuestro pueblo || Durante estos 210 años de vida independiente nuestra patria ha conocido periodos de luces y de sombras, ha cosechado triunfos y derrotas || así conquistamos nuestra libertad, así recuperamos nuestra democracia, así reconstruimos nuestro país después del terremoto del 27F, y así vamos a superar la pandemia del coronavirus y la pandemia de la recesión mundial",la antorcha generacional que se traspasa entre chilenos
discurso_2021,2021,pinera,Chile resistiendo simultáneamente cuatro crisis superpuestas,"El sujeto central no es el gobierno ni un sector social, sino Chile como nación que enfrenta un momento de adversidad múltiple y simultánea. El relato construye un 'nosotros' nacional que carga con el peso de crisis encadenadas.","Durante los últimos 20 meses, los chilenos hemos debido enfrentar múltiples crisis en forma simultánea. || Desde marzo del año pasado hemos convivido 15 meses con la adversidad. En tiempos difíciles los pesimistas se lamentan y los optimistas esperan que pasen. Pero no basta con lamentarse ni con esperar. || han sido 20 meses de adversidades para nuestro país y para las familias chilenas. Pero también tiempos en que los chilenos hemos mostrado resiliencia, coraje y fortaleza para enfrentar estas adversidades.","Acumulación de crisis: pandemia, estallido, recesión y violencia","El antagonista no es una clase ni un actor político sino una convergencia de fuerzas adversas: el virus, la violencia del estallido, la recesión económica y la fractura social. Son presentadas como males externos o acumulados que golpean a todos por igual.","nos azota una pandemia devastadora que ha causado dolor, muerte y pérdida de libertades. La crisis que se manifestó el 18 de octubre sigue latente. || Una ola de violencia irracional que llevó a grupos minoritarios y delictuales a quemar o destruir 118 de las 136 estaciones del Metro. || el adversario a derrotar no es el Gobierno, es la pandemia. La causa a asumir no es enfrentarnos, es unirnos para proteger la salud y la vida de todos los chilenos.","Chile libre, justo y digno construido en unidad entre todos","El horizonte aspiracional es un país que trate a todos con dignidad, donde se combinen libertad, justicia e igualdad de oportunidades. Se proyecta una nación reconciliada que supera sus fracturas históricas mediante acuerdos, no mediante ruptura.","hacer de Chile un país más libre, hacer de Chile un país más justo, hacer de Chile un país de oportunidades, y por sobre todo, hacer de Chile, más allá de nuestras legítimas diferencias, un país trate a todos con dignidad. Un país de amigos y hermanos. || Chile somos todos y tenemos que soñarlo, dibujarlo y construirlo entre todos. || Una Constitución nunca debe partir de cero. Debe recoger siempre los aportes de las generaciones pasadas, la voluntad de las generaciones presentes y las esperanzas de las generaciones futuras.",crisis,"El discurso enmarca el momento como una encrucijada histórica comparable a otras crisis nacionales del siglo XX. La épica no es de refundación sino de resistencia: sobrevivir, recuperarse y no cometer los errores del pasado.","Hoy nuevamente estamos en una encrucijada de la historia. Al igual que al mundo entero, nos azota una pandemia devastadora. || En resumen, estamos nuevamente en un momento crucial en el que las decisiones de hoy marcarán, confiamos que para bien, nuestro destino y el de las próximas generaciones. || A lo largo de nuestra historia Chile ha enfrentado otros momentos difíciles. Por ejemplo, el año 1918, el mundo y Chile enfrentamos la mortífera gripe española.",tiempos de adversidad que Chile puede y debe superar
